10.000000,19.850278,22.226865,1.633333,0.000000,90.000000,0.000000
10.000000,18.894778,21.377854,4.573333,0.000000,90.000000,0.000000
10.000000,17.767778,20.388573,6.533333,0.000000,90.000000,0.000000
10.000000,15.807778,18.705236,8.983333,0.000000,90.000000,0.000000
10.000000,13.425833,16.740759,11.270000,0.000000,90.000000,0.000000
10.000000,10.510333,14.507485,13.556667,0.000000,90.000000,0.000000
10.001756,7.363608,12.420059,13.383926,0.000000,89.548836,0.000000
10.124458,7.053380,12.339158,1.030478,0.000000,62.356148,0.000000
10.235977,6.980547,12.389643,1.454567,0.000000,70.817841,0.000000
10.370750,6.894938,12.453619,0.638302,0.000000,3.811103,0.000000
10.505751,6.856654,12.545299,0.747427,0.000000,11.290996,0.000000
10.742167,6.832688,12.731055,0.855471,0.000000,6.796103,0.000000
10.969415,6.812168,12.912540,0.964559,0.000000,5.209139,0.000000
11.260576,6.786617,13.147575,1.091295,0.000000,4.985296,0.000000
11.567424,6.759803,13.397770,1.211622,0.000000,4.983919,0.000000
11.884278,6.732190,13.658640,1.325429,0.000000,4.979260,0.000000
12.205729,6.704167,13.925720,1.432748,0.000000,4.986717,0.000000
12.552238,6.673877,14.216163,1.541045,0.000000,5.005129,0.000000
12.924031,6.641221,14.530533,1.650360,0.000000,5.033025,0.000000
13.324048,6.738728,14.931199,3.713342,3.878628,60.714371,0.000000
13.784374,7.458451,15.672825,2.545517,1.511538,43.571850,0.000000
14.183962,7.590878,16.087455,1.880768,0.764581,11.308448,0.000000
14.617697,7.247129,16.315574,2.434650,0.766715,36.554970,0.000000
15.047278,7.297933,16.723648,2.014001,0.853034,10.204611,0.000000
15.481233,7.253538,17.096269,2.013919,0.921044,0.684825,0.000000
15.954997,7.227788,17.515788,2.042732,0.957316,1.630928,0.000000
16.308811,9.360592,18.804202,16.855218,-3.742500,88.041191,-43.533245
15.833716,15.101458,21.880599,30.314102,-18.204674,-80.873795,-44.002609
14.703917,21.796427,26.292383,28.050879,-36.030247,-80.057205,-48.461540
13.331620,29.208306,32.106966,25.320456,-43.661617,-78.972267,-50.338982
12.282217,34.345381,36.475444,23.239880,-48.148430,-77.970871,-50.338982
10.909920,40.368926,41.817180,20.532340,-49.410309,-76.355835,-50.338982
9.699070,45.030486,46.063181,18.160679,-49.410309,-74.532181,-49.634941
8.407497,49.327706,50.039070,15.657519,-49.031513,-71.980911,-46.349415
7.358093,52.306057,52.821068,13.654135,-46.399899,-69.223694,-43.063885
5.905073,55.670429,55.982735,10.955068,-43.416836,-63.761093,-39.074314
4.855670,57.551726,57.756200,9.099082,-39.726944,-57.839317,-34.380703
3.402650,59.397098,59.494481,6.792923,-34.554413,-44.519913,-27.574966
2.111077,60.296984,60.333928,5.298980,-29.608065,-23.932360,-24.993484
0.900227,60.507710,60.514407,4.852709,-24.520203,-3.549403,-19.361145
-0.310624,60.105937,60.106739,5.569863,-19.525055,-29.590992,-13.963493
-1.844367,58.717746,58.746705,7.597699,-14.508768,-50.395653,-8.331161
-2.893770,57.201709,57.274859,9.332339,-9.649774,-58.735405,-4.106911
-3.943174,55.225616,55.366211,11.201658,-4.800773,-64.381149,0.117340
-5.154024,52.373843,52.626832,13.452574,-1.205647,-68.897644,1.525421
-6.203427,49.406862,49.794784,15.452436,0.409064,-71.733383,1.525421
-7.414277,45.411755,46.013031,17.795553,0.664914,-74.206619,0.352020
-8.463680,41.453885,42.309082,19.847144,0.068805,-75.875183,-1.290741
-9.593807,36.677063,37.911055,22.071732,-0.576142,-77.323914,-1.525421
-10.643210,31.763692,33.499404,24.147808,-0.576142,-78.429527,-1.525421
-11.934784,25.084912,27.779342,26.713178,-0.576142,-79.553856,-1.525421
-13.064910,18.669312,22.786731,28.964912,-0.576142,-80.374001,-1.525421
-14.356484,10.683865,17.895631,31.544477,-0.847485,-81.167755,-1.994781
-15.339659,3.990110,15.850114,21.659983,-6.862490,-81.573868,-2.698830
-16.307701,1.425566,16.369891,6.801393,-21.714388,-19.541632,-2.698830
-18.977909,3.426340,19.284730,17.678857,-17.651817,-47.884712,-2.698830
-21.941474,6.378307,22.849750,15.945657,-6.428068,-41.974346,-0.352020
-24.509994,8.441209,25.922844,14.611101,-2.630036,-35.772015,0.821381
-27.276093,10.148296,29.102803,13.403428,-0.351544,-27.815659,1.760101
10.304474,9.280451,13.867550,1.633333,-5.000000,90.000000,-4.106911
10.304474,8.474673,13.341749,4.246667,-5.000000,90.000000,-4.106911
10.219566,8.530681,13.312102,0.802609,-4.875488,-52.559177,-4.341591
10.097708,8.516850,13.209861,1.391823,-5.479321,-58.596405,-6.923080
9.915040,8.780443,13.244025,1.435502,-6.773713,-50.283119,-8.565842
9.692680,9.013890,13.236248,1.299437,-7.877174,-34.763393,-9.504562
9.442892,9.007679,13.050153,1.138279,-8.675817,-15.936970,-8.331161
9.189766,8.656096,12.624571,2.545999,-7.580073,-65.600174,-5.280312
8.918427,8.330479,12.203902,1.857620,-5.670352,-48.032776,-3.637550
8.609182,8.197929,11.887979,1.609731,-4.516216,-6.703714,-3.637550
8.231740,8.083498,11.537091,1.738267,-4.062819,-9.872907,-3.168190
7.765977,7.995476,11.146212,2.079120,-4.007558,-32.139553,-2.464149
7.396590,7.671186,10.656295,2.651969,-2.199170,-50.937202,1.525421
7.030047,7.377118,10.190360,2.031807,0.658199,-32.044312,2.698830
6.658506,7.212956,9.816437,1.778399,1.832587,-17.129230,3.637550
6.180828,7.135733,9.440409,1.826018,2.859372,-25.814247,4.341591
5.787637,7.141474,9.192246,1.533217,3.594968,-1.987446,4.576271
5.445736,7.114582,8.959538,1.425227,4.159414,-12.526509,5.045631
5.087569,7.143742,8.770200,1.283582,4.175900,-3.522871,5.045631
4.765382,7.165322,8.605272,1.147291,4.189876,-3.951840,4.810951
